Fecha,Hora,Megabytes Normal,Megabytes Picos
2023-09-13,01:17:29,1.74,1.93
2023-09-13,01:18:49,1.82,2.05
2023-09-13,01:19:05,1.82,2.05
2023-09-13,01:20:00,1.82,2.05
2023-09-13,01:21:16,1.82,2.05
2023-09-13,01:27:51,1.35,2.29
2023-09-13,01:58:02,1.35,2.29
2023-09-13,01:58:36,1.35,2.29
2023-09-13,01:59:47,1.81,2.05
2023-09-13,01:59:57,1.81,2.05
2023-09-13,02:00:10,1.81,2.05
2023-09-13,02:01:09,1.66,1.91
2023-09-13,02:01:18,1.7,1.91
2023-09-13,02:01:24,1.58,1.91
2023-09-13,02:01:34,1.62,1.91
2023-09-13,02:02:06,1.63,1.91
2023-09-13,02:02:14,1.65,1.91
2023-09-13,02:04:05,1.62,1.91
2023-09-13,02:04:11,1.62,1.91
2023-09-13,02:04:28,1.62,1.91
2023-09-13,02:05:06,1.62,1.91
2023-09-13,02:05:48,4.71,7.09
2023-09-13,02:07:35,1.62,1.91
2023-09-13,02:10:10,1.62,1.91
2023-09-13,02:47:32,1.56,1.81
2023-09-13,03:04:05,1.46,1.54
2023-09-13,03:09:59,1.53,1.73
2023-09-13,03:10:34,1.47,1.73
2023-09-13,03:11:13,1.48,1.54
2023-09-13,03:11:19,1.62,1.91
2023-09-13,03:41:31,0.93,1.16
2023-09-13,03:43:51,0.85,1
2023-09-13,03:48:01,1,25.58
2023-09-13,03:48:32,1,25.58
2023-09-13,03:48:45,1,25.58
2023-09-13,03:49:34,1,25.58
2023-09-13,03:54:05,1,25.58
2023-09-13,03:54:44,1,25.58
2023-09-13,12:51:35,1.39,1.48
2023-09-13,12:52:48,0.75,0.98
2023-09-13,13:01:33,0.86,25.44
2023-09-13,13:55:52,0.79,25.38
2023-09-13,13:57:04,0.83,1.06
2023-09-13,14:16:15,0.79,0.93
2023-09-13,14:17:03,0.79,0.93
2023-09-13,14:18:49,0.84,1.07
2023-09-13,14:21:23,1.52,1.83
2023-09-13,14:21:29,0.82,1.05
2023-09-13,14:22:08,1.52,1.83
2023-09-13,14:22:47,0.8,0.93
2023-09-13,14:23:28,0.8,0.94
2023-09-13,15:44:26,1.52,1.83
2023-09-13,15:46:44,1.52,1.83
2023-09-13,15:46:59,1.52,1.83
2023-09-13,15:47:46,1.52,1.83
2023-09-13,15:50:36,1.52,1.83
2023-09-13,15:57:48,1.52,1.83
2023-09-13,18:47:59,1.39,1.48
2023-09-13,18:48:22,0.75,0.98
2023-09-13,18:48:36,1.2,2.14
2023-09-13,18:48:47,0.85,1.08
2023-09-13,21:01:50,1.52,1.83
2023-09-13,21:03:45,1.52,1.83
2023-09-13,21:04:20,1.52,1.83
2023-09-13,21:04:42,1.52,1.83
2023-09-13,21:05:17,1.52,1.83
2023-09-13,21:06:38,1.53,1.84
2023-09-13,21:09:09,1.52,1.83
2023-09-13,21:10:53,1.52,1.83
2023-09-13,21:11:48,1.46,1.83
2023-09-13,21:12:01,1.46,1.83
2023-09-13,21:12:31,1.46,1.83
2023-09-13,21:12:52,4.61,6.98
2023-09-13,21:14:33,7.8,10.18
2023-09-13,21:16:09,7.8,10.18
2023-09-13,21:50:56,7.8,10.18
2023-09-13,21:54:30,0.83,1.06
2023-09-13,21:54:42,1.23,2.18
2023-09-13,21:55:06,1.54,1.83
2023-09-13,21:56:52,7.82,10.21
2023-09-13,21:59:19,1.24,2.19
2023-09-13,22:04:52,7.83,10.21
2023-09-13,22:11:00,7.84,10.21
2023-09-13,22:13:33,7.84,10.21
2023-09-14,09:12:49,1.39,1.48
2023-09-14,09:14:44,0.75,0.98
2023-09-14,09:14:56,0.76,0.99
2023-09-14,09:28:48,7.74,10.13
2023-09-14,09:29:02,7.74,10.13
2023-09-14,09:29:23,7.74,10.13
2023-09-14,09:31:37,0.76,1
2023-09-14,09:31:44,1.21,2.15
2023-09-14,09:31:56,7.82,10.21
2023-09-14,09:32:12,7.82,10.21
2023-09-14,17:02:16,1.39,1.48
2023-09-14,17:03:30,0.76,0.99
2023-09-14,23:45:27,1.39,1.48
2023-09-15,05:44:58,1.39,1.48
2023-09-15,11:20:40,1.39,1.48
2023-09-15,15:30:46,1.39,1.48
2023-09-15,15:30:58,1.41,1.6
2023-09-15,15:31:05,0.75,0.99
2023-09-15,15:31:20,0.75,0.99
2023-09-15,15:31:27,0.75,0.99
2023-09-15,15:31:36,23.02,23.47
2023-09-15,15:31:49,0.76,0.99
2023-09-15,15:32:31,23.02,23.47
2023-09-15,15:33:02,27.69,28.05
2023-09-15,15:33:28,32.37,34.2
2023-09-15,15:39:03,32.37,34.21
2023-09-15,15:39:24,8.34,34.21
2023-09-15,15:43:15,0.86,1.09
2023-09-15,15:50:02,0.86,1.09
2023-09-15,15:50:34,23.16,23.57
2023-09-15,15:51:17,27.7,28.06
2023-09-15,15:52:11,32.38,34.21
2023-09-15,16:00:24,32.38,34.22
2023-09-15,16:00:55,32.61,38.78
2023-09-15,16:01:07,32.38,34.21
2023-09-15,16:33:45,32.38,34.21
2023-09-15,16:34:06,32.38,34.22
2023-09-15,16:34:25,32.38,34.22
2023-09-15,16:34:39,42.58,42.78
2023-09-15,16:35:21,12.45,12.61
2023-09-15,16:36:00,9.68,9.98
2023-09-15,16:41:08,9.68,9.99
2023-09-15,16:41:42,15.39,15.56
2023-09-15,16:42:14,7.18,7.31
2023-09-15,16:42:50,4.42,4.65
2023-09-15,16:46:03,4.42,4.65
2023-09-15,16:46:27,9.89,10.09
2023-09-15,16:47:10,7.75,7.91
2023-09-15,16:47:52,6.93,7.16
2023-09-16,13:39:51,1.39,1.48
2023-09-17,09:15:52,1.39,1.48
2023-09-17,21:32:00,1.39,1.48
2023-09-17,21:33:36,1.39,1.48
2023-09-18,02:01:44,1.39,1.48
2023-09-18,02:01:51,0.75,0.98
2023-09-18,02:02:13,9.33,9.57
2023-09-18,02:03:24,1.37,261.65
2023-09-18,02:04:31,1.41,1.6
2023-09-18,02:04:37,0.75,0.99
2023-09-18,02:05:46,6.42,6.63
2023-09-18,02:06:45,10.91,11.16
2023-09-18,02:08:00,23.02,23.47
2023-09-18,02:08:35,6.42,6.63
2023-09-18,02:09:08,6.19,6.43
2023-09-18,02:09:54,84.91,98
2023-09-18,02:10:18,83.4,97.83
2023-09-18,03:03:19,0.76,0.96
2023-09-18,10:10:06,1.39,1.48
2023-09-18,10:10:57,0.75,0.98
2023-09-18,10:11:36,83.4,97.83
2023-09-18,10:12:39,83.4,97.83
2023-09-18,10:12:55,1.38,1.47
2023-09-18,10:13:07,1.41,1.6
2023-09-18,10:13:21,0.75,0.99
2023-09-18,10:19:23,83.4,97.83
2023-09-18,10:31:28,83.4,97.83
2023-09-18,10:31:57,83.4,97.83
2023-09-18,10:32:21,83.4,97.83
2023-09-18,10:32:23,83.4,97.83
2023-09-18,10:32:52,83.4,97.83
2023-09-18,10:32:59,83.4,97.83
2023-09-18,10:33:04,83.4,97.83
2023-09-18,10:33:15,83.4,97.83
2023-09-18,10:33:17,83.4,97.83
2023-09-18,10:33:22,83.4,97.83
2023-09-18,10:33:29,83.4,97.83
2023-09-18,10:34:27,83.4,97.83
2023-09-18,11:01:59,1.39,1.48
2023-09-18,11:14:47,0.75,0.98
2023-09-18,11:14:53,0.75,0.98
2023-09-18,11:15:09,83.4,97.83
2023-09-18,11:15:41,83.4,97.83
2023-09-18,11:16:07,83.4,97.83
2023-09-18,11:19:16,1.38,1.48
2023-09-18,11:19:23,0.75,0.99
2023-09-18,11:19:37,1.4,7.47
2023-09-18,11:20:47,3.41,3.65
2023-09-18,11:21:09,9.12,9.29
2023-09-18,11:21:16,3.41,3.65
2023-09-18,11:21:22,3.97,8.19
2023-09-18,11:23:19,1.9,3.7
2023-09-18,11:24:11,1.27,1.44
2023-09-18,11:30:02,3.3,7.52
2023-09-18,11:33:10,3.39,3.62
2023-09-18,11:34:20,3.39,3.62
2023-09-18,12:24:06,3.4,3.63
2023-09-18,15:28:42,1.39,1.48
2023-09-18,15:28:51,0.75,0.98
2023-09-18,15:29:16,1.39,7.46
2023-09-18,15:30:48,4.31,11.51
2023-09-18,15:52:05,1.32,1.55
2023-09-18,15:52:30,1.32,1.55
2023-09-18,15:52:38,9.09,11.36
2023-09-18,15:55:27,11.15,11.5
2023-09-18,15:55:48,11.71,13.98
2023-09-18,15:56:46,11.7,13.97
2023-09-18,15:57:12,11.7,13.97
2023-09-18,15:59:12,4.31,11.5
2023-09-18,15:59:49,1.32,1.55
2023-09-18,16:49:52,1.56,7.72
2023-09-18,16:52:40,1.32,1.53
2023-09-18,16:53:12,1.32,1.55
2023-09-18,16:53:21,9.1,11.38
2023-09-18,16:56:45,4.33,11.53
2023-09-18,17:00:00,1.32,1.55
2023-09-18,17:14:31,1.4,1.49
2023-09-18,17:15:00,1.4,1.49
2023-09-18,17:15:11,0.76,0.99
2023-09-18,17:15:23,8.95,11.23
2023-09-18,17:18:44,1.44,1.66
2023-09-18,17:18:50,0.76,0.99
2023-09-18,17:18:56,8.95,11.23
2023-09-18,17:26:48,11.17,11.52
2023-09-18,17:28:09,0.76,0.99
2023-09-18,17:28:27,23.03,23.47
2023-09-18,17:28:52,27.72,28.08
2023-09-18,17:30:24,32.39,34.22
2023-09-18,17:30:50,32.39,34.22
2023-09-26,11:42:30,1.44,1.66
2023-09-26,11:42:43,1.41,1.61
2023-09-26,11:43:03,0.76,0.99
2023-09-26,11:43:19,0.76,0.99
2023-09-26,11:44:28,0.76,0.99
2023-09-26,11:44:49,1.99,2.3
2023-09-26,11:45:29,1.9,2.32
2023-09-26,11:48:23,1.94,2.31
2023-09-26,11:48:35,1.91,2.32
2023-09-26,11:50:12,1.94,2.31
2023-09-26,11:50:29,0.78,1.01
2023-09-26,11:50:37,0.78,1.01
2023-09-26,12:45:00,1.4,1.49
2023-09-26,13:05:09,0.76,0.99
2023-09-26,13:05:16,0.76,0.99
2023-09-26,13:11:40,0.76,0.99
2023-09-26,13:12:32,1.22,2.25
2023-09-26,13:13:01,0.81,1.04
2023-09-26,13:13:12,1.23,2.26
2023-09-26,13:13:24,0.8,1.03
2023-09-26,13:23:23,0.81,1.04
2023-09-26,13:23:33,14.53,14.73
2023-09-26,13:23:47,12.74,13.29
2023-09-26,13:29:44,0.77,1
2023-09-26,13:30:41,0.77,1
2023-09-26,13:30:48,1.23,2.25
2023-09-26,13:34:11,1.58,1.77
2023-09-26,13:35:13,1.7,1.89
2023-09-26,13:35:32,1.33,1.56
2023-09-26,13:35:45,14.67,14.87
2023-09-26,13:35:58,12.74,13.29
2023-09-26,13:36:47,13.15,13.36
2023-09-26,13:37:35,12.74,13.29
2023-09-26,13:37:41,0.77,1
2023-09-26,13:37:50,1.23,2.25
2023-09-26,13:39:34,0.87,1.1
2023-09-26,13:39:46,14.64,14.84
2023-09-26,13:40:02,13.48,13.6
2023-09-26,13:55:41,14.69,15.23
2023-09-26,13:55:48,15.01,15.21
2023-09-26,13:55:56,0.78,1.01
2023-09-26,13:56:07,7.9,9.02
2023-09-26,13:59:05,8.72,9.2
2023-09-26,14:00:30,0.78,1.01
2023-09-26,14:15:27,0.77,1
2023-09-26,14:16:32,14.52,14.72
2023-09-26,14:17:40,0.77,1
2023-09-26,14:20:03,0.77,1
2023-09-26,14:20:14,1.23,2.26
2023-09-26,14:21:24,36.34,407.95
2023-09-26,14:24:03,0.86,1.1
2023-09-26,14:24:52,11.14,13.32
2023-09-26,14:28:03,0.93,1.16
2023-09-26,14:28:09,1.28,2.31
2023-09-26,14:28:49,1.26,2.28
2023-09-26,14:29:46,36.34,407.95
2023-09-26,14:31:03,1.26,2.28
2023-09-26,14:31:34,1.26,2.28
2023-09-26,14:32:34,1.59,1.78
2023-09-26,14:41:05,8.32,10.69
2023-09-26,14:41:50,1.71,1.9
2023-09-26,14:42:22,1.39,2.41
2023-09-26,14:44:12,0.87,1.1
2023-09-26,14:44:28,36.19,44.45
2023-09-26,14:45:34,0.86,1.09
2023-09-26,14:46:10,14.56,14.76
2023-09-26,14:46:42,13.47,13.6
2023-09-26,14:55:18,15.87,16.39
2023-09-26,14:55:38,15.22,15.42
2023-09-26,14:55:59,0.78,1.01
2023-09-26,14:56:16,1.24,2.27
2023-10-03,14:34:58,1.44,1.66
2023-10-03,14:35:47,1.41,1.61
2023-10-03,14:36:17,0.76,0.99
2023-10-03,14:37:03,1.44,1.66
2023-10-03,14:38:19,1.44,1.66
2023-10-03,14:39:04,1.41,1.61
2023-10-03,14:39:48,0.76,0.93
2023-10-03,14:40:00,0.76,0.99
2023-10-03,14:40:10,0.76,0.99
2023-10-03,14:40:24,1.22,2.16
2023-10-03,14:40:53,0.88,1.11
2023-10-03,14:41:03,4.86,4.99
2023-10-03,14:41:11,5.41,5.57
2023-10-03,14:49:20,1.4,1.49
2023-10-03,14:49:30,0.76,0.99
2023-10-03,14:50:05,0.76,0.99
2023-10-03,14:51:09,39.35,39.92
2023-10-03,14:54:07,0.76,0.99
2023-10-03,14:54:31,49.31,49.88
2023-10-03,14:58:43,49.31,49.88
2023-10-03,15:01:41,49.31,49.88
2023-10-03,15:02:36,49.31,49.88
2023-10-03,15:03:01,1.38,1.47
2023-10-03,15:03:14,1.41,1.6
2023-10-03,15:07:22,0.75,0.99
2023-10-03,15:07:29,1.2,2.14
2023-10-03,15:08:35,1.57,1.74
2023-10-03,15:10:21,1.31,1.54
2023-10-03,16:01:52,1.36,2.39
